"filename", "language", "JSON", "TypeScript", "SCSS", "Django Template", "XML", "comment", "blank", "total"
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-builder\services\prerequisites-checker.class.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 11, 42
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-builder\stepper-form\stepper-form.component.html", "Django Template", 0, 0, 0, 14, 0, 0, 0, 14
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-builder\stepper-form\stepper-form.component.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 9, 38
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\abstract-element.d.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 2, 5
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-checkbox\basic-checkbox.component.html", "Django Template", 0, 0, 0, 6, 0, 0, 0, 6
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-checkbox\basic-checkbox.component.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 5, 19
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-input\basic-input.component.html", "Django Template", 0, 0, 0, 14, 0, 0, 2, 16
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-input\basic-input.component.ts", "TypeScript", 0, 18, 0, 0, 0, 6, 7, 31
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-radio\basic-radio.component.html", "Django Template", 0, 0, 0, 13, 0, 0, 0, 13
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-radio\basic-radio.component.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 8, 31
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-select\basic-select.component.html", "Django Template", 0, 0, 0, 14, 0, 0, 0, 14
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-select\basic-select.component.scss", "SCSS", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-select\basic-select.component.ts", "TypeScript", 0, 24, 0, 0, 0, 6, 9, 39
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-textarea\basic-textarea.component.html", "Django Template", 0, 0, 0, 9, 0, 0, 0, 9
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\basic-textarea\basic-textarea.component.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 5, 19
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\child-of-selector-for-section\child-of-selector-for-section.component.html", "Django Template", 0, 0, 0, 9, 0, 0, 0, 9
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\child-of-selector-for-section\child-of-selector-for-section.component.scss", "SCSS", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\child-of-selector-for-section\child-of-selector-for-section.component.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 13, 63
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\date-picker\date-picker.component.html", "Django Template", 0, 0, 0, 14, 0, 0, 1, 15
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\date-picker\date-picker.component.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 6, 25
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\date-time-picker\date-time-picker.component.html", "Django Template", 0, 0, 0, 14, 0, 0, 1, 15
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\date-time-picker\date-time-picker.component.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 6, 25
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\form-fields-model.ts", "TypeScript", 0, 92, 0, 0, 0, 0, 14, 106
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\form-fields.module.ts", "TypeScript", 0, 82, 0, 0, 0, 0, 4, 86
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\hidden-input\hidden-input.component.html", "Django Template", 0, 0, 0, 3, 0, 0, 0, 3
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\hidden-input\hidden-input.component.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 5, 19
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\options-maker\options-builder.constant.ts", "TypeScript", 0, 36, 0, 0, 0, 12, 5, 53
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\options-maker\options-maker.component.html", "Django Template", 0, 0, 0, 16, 0, 0, 0, 16
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\options-maker\options-maker.component.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 4
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\options-maker\options-maker.component.ts", "TypeScript", 0, 59, 0, 0, 0, 1, 15, 75
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\parents-selector\parents-selector.component.html", "Django Template", 0, 0, 0, 10, 0, 0, 0, 10
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\parents-selector\parents-selector.component.scss", "SCSS", 0, 0, 7, 0, 0, 0, 1, 8
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\parents-selector\parents-selector.component.ts", "TypeScript", 0, 76, 0, 0, 0, 1, 16, 93
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\required-label\required-label.component.html", "Django Template", 0, 0, 0, 2, 0, 0, 0, 2
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\required-label\required-label.component.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 5, 17
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\services\form-data-to-values-array.class.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 8, 27
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\services\forms-array-validator.function.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 2, 8
"c:\Source\anita\app\src\app\ui\shared-components\forms-automator\form-fields\validator-checker.directive.ts", "TypeScript", 0, 55, 0, 0, 0, 1, 12, 68
"c:\Source\anita\app\src\app\version.ts", "TypeScript", 0, 1, 0, 0, 0, 3, 2, 6
"c:\Source\anita\app\src\assets\icons\favicon\browserconfig.xml", "XML", 0, 0, 0, 0, 9, 0, 1, 10
"c:\Source\anita\app\src\assets\icons\favicon\safari-pinned-tab.svg", "XML", 0, 0, 0, 0, 32, 0, 1, 33
"c:\Source\anita\app\src\assets\icons\favicon\site.webmanifest", "JSON", 19, 0, 0, 0, 0, 0, 0, 19
"c:\Source\anita\app\src\assets\logo\logo_circle.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 11
"c:\Source\anita\app\src\assets\logo\logo_square.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 11
"c:\Source\anita\app\src\assets\manifest.json", "JSON", 473, 0, 0, 0, 0, 0, 0, 473
"c:\Source\anita\app\src\environments\environment.prod.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 1, 4
"c:\Source\anita\app\src\environments\environment.ts", "TypeScript", 0, 3, 0, 0, 0, 10, 3, 16
"c:\Source\anita\app\src\index.html", "Django Template", 0, 0, 0, 101, 0, 0, 20, 121
"c:\Source\anita\app\src\main.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 3, 12
"c:\Source\anita\app\src\polyfills.ts", "TypeScript", 0, 1, 0, 0, 0, 69, 12, 82
"c:\Source\anita\app\src\styles.scss", "SCSS", 0, 0, 135, 0, 0, 13, 29, 177
"c:\Source\anita\app\src\tsconfig.app.json", "JSON", 14, 0, 0, 0, 0, 0, 1, 15
"c:\Source\anita\app\src\tsconfig.spec.json", "JSON", 17, 0, 0, 0, 0, 0, 0, 17
"c:\Source\anita\app\src\tslint.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 22
"Total", "-", 545, 5433, 698, 566, 63, 1693, 1596, 10594
